ERO-LESA Statistical Tracking Unit,,,,,,
For Official Use Only (FOUO)/Pre-decisional,,,,,,
UW v. DHS - ICE Productions,,,,,,
Please review the last tab for footnotes.,,,,,,
,,,,,,
FY2012 - FY2019 YTD (01/01/2012 - 07/06/2019) ICE Expedited Removals for the Seattle Area of Responsibility,,,,,,
Departed Date,Date of Birth,Gender,Country of Citizenship,Event Number,Most Serious Conviction,Case Category
11/4/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[8G] Expedited Removal - Credible Fear Referral
11/5/2013,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
11/5/2013,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
11/6/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/6/2013,"(b)(6),(b)(7)(c )",Male,NICARAGUA,(b)(7)(E ),,[8F] Expedited Removal
11/7/2013,"(b)(6),(b)(7)(c )",Female,ROMANIA,(b)(7)(E ),,[8F] Expedited Removal
11/11/2013,"(b)(6),(b)(7)(c )",Male,INDIA,(b)(7)(E ),,[8F] Expedited Removal
11/11/2013,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/11/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/11/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/11/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/11/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/11/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/11/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/11/2013,"(b)(6),(b)(7)(c )",Female,UKRAINE,(b)(7)(E ),,[8F] Expedited Removal
11/11/2013,"(b)(6),(b)(7)(c )",Female,UKRAINE,(b)(7)(E ),,[8F] Expedited Removal
11/11/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/11/2013,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
11/11/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/11/2013,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/11/2013,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/12/2013,"(b)(6),(b)(7)(c )",Male,ITALY,(b)(7)(E ),,[8F] Expedited Removal
11/12/2013,"(b)(6),(b)(7)(c )",Male,UKRAINE,(b)(7)(E ),,[8F] Expedited Removal
11/12/2013,"(b)(6),(b)(7)(c )",Male,NIGERIA,(b)(7)(E ),,[8F] Expedited Removal
11/12/2013,"(b)(6),(b)(7)(c )",Male,NIGERIA,(b)(7)(E ),,[8F] Expedited Removal
11/12/2013,"(b)(6),(b)(7)(c )",Male,"CHINA, PEOPLES REPUBLIC OF",(b)(7)(E ),,[8F] Expedited Removal
11/13/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/13/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/13/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[8F] Expedited Removal
11/13/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/13/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/13/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[8F] Expedited Removal
11/13/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[8F] Expedited Removal
11/13/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/13/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[8F] Expedited Removal
11/13/2013,"(b)(6),(b)(7)(c )",Female,"CHINA, PEOPLES REPUBLIC OF",(b)(7)(E ),,[8F] Expedited Removal
11/14/2013,"(b)(6),(b)(7)(c )",Female,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
11/14/2013,"(b)(6),(b)(7)(c )",Male,EGYPT,(b)(7)(E ),,[8F] Expedited Removal
11/14/2013,"(b)(6),(b)(7)(c )",Male,CANADA,(b)(7)(E ),Dangerous Drugs,[8F] Expedited Removal
11/14/2013,"(b)(6),(b)(7)(c )",Male,RUSSIA,(b)(7)(E ),,[8F] Expedited Removal
11/15/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
11/15/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
11/15/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
11/16/2013,"(b)(6),(b)(7)(c )",Male,TURKEY,(b)(7)(E ),,[8F] Expedited Removal
11/16/2013,"(b)(6),(b)(7)(c )",Male,TURKMENISTAN,(b)(7)(E ),,[8F] Expedited Removal
11/19/2013,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[8F] Expedited Removal
11/19/2013,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
11/20/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/20/2013,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/20/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/20/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[8G] Expedited Removal - Credible Fear Referral
11/20/2013,"(b)(6),(b)(7)(c )",Male,ETHIOPIA,(b)(7)(E ),,[8F] Expedited Removal
11/20/2013,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/20/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/20/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
11/22/2013,"(b)(6),(b)(7)(c )",Female,"CHINA, PEOPLES REPUBLIC OF",(b)(7)(E ),,[8F] Expedited Removal
11/22/2013,"(b)(6),(b)(7)(c )",Male,ECUADOR,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
11/23/2013,"(b)(6),(b)(7)(c )",Female,"CHINA, PEOPLES REPUBLIC OF",(b)(7)(E ),,[8F] Expedited Removal
11/25/2013,"(b)(6),(b)(7)(c )",Female,"CHINA, PEOPLES REPUBLIC OF",(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
11/25/2013,"(b)(6),(b)(7)(c )",Male,COLOMBIA,(b)(7)(E ),Kidnap Adult For Ransom,[8F] Expedited Removal
11/25/2013,"(b)(6),(b)(7)(c )",Female,PHILIPPINES,(b)(7)(E ),,[8F] Expedited Removal
11/26/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),Marijuana - Possession,[8F] Expedited Removal
11/26/2013,"(b)(6),(b)(7)(c )",Female,THAILAND,(b)(7)(E ),,[8F] Expedited Removal
11/29/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
11/29/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
11/29/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
11/29/2013,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
11/29/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[8F] Expedited Removal
11/30/2013,"(b)(6),(b)(7)(c )",Female,THAILAND,(b)(7)(E ),,[8F] Expedited Removal
11/30/2013,"(b)(6),(b)(7)(c )",Female,PHILIPPINES,(b)(7)(E ),,[8F] Expedited Removal
12/2/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
12/4/2013,"(b)(6),(b)(7)(c )",Male,SUDAN,(b)(7)(E ),,[8F] Expedited Removal
12/5/2013,"(b)(6),(b)(7)(c )",Male,CANADA,(b)(7)(E ),Drug Trafficking,[8F] Expedited Removal
12/5/2013,"(b)(6),(b)(7)(c )",Male,ROMANIA,(b)(7)(E ),,[8F] Expedited Removal
12/5/2013,"(b)(6),(b)(7)(c )",Male,MOLDOVA,(b)(7)(E ),,[8F] Expedited Removal
12/5/2013,"(b)(6),(b)(7)(c )",Female,"CHINA, PEOPLES REPUBLIC OF",(b)(7)(E ),,[8F] Expedited Removal
12/6/2013,"(b)(6),(b)(7)(c )",Unknown,ROMANIA,(b)(7)(E ),,[8F] Expedited Removal
12/7/2013,"(b)(6),(b)(7)(c )",Male,ROMANIA,(b)(7)(E ),,[8F] Expedited Removal
12/8/2013,"(b)(6),(b)(7)(c )",Male,INDIA,(b)(7)(E ),,[8F] Expedited Removal
12/8/2013,"(b)(6),(b)(7)(c )",Female,PHILIPPINES,(b)(7)(E ),,[8F] Expedited Removal
12/9/2013,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),Drug Trafficking,[8F] Expedited Removal
12/9/2013,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
12/9/2013,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
12/9/2013,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),Drug Trafficking,[8F] Expedited Removal
12/10/2013,"(b)(6),(b)(7)(c )",Female,HONDURAS,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
12/10/2013,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),Burglary,[8G] Expedited Removal - Credible Fear Referral
12/11/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
12/11/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
12/11/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),Drug Possession,[8F] Expedited Removal
12/11/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[8G] Expedited Removal - Credible Fear Referral
12/11/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
12/11/2013,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
12/11/2013,"(b)(6),(b)(7)(c )",Male,PHILIPPINES,(b)(7)(E ),,[8F] Expedited Removal
12/11/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
12/11/2013,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
12/11/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[8F] Expedited Removal
12/11/2013,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
12/12/2013,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
12/13/2013,"(b)(6),(b)(7)(c )",Female,RUSSIA,(b)(7)(E ),,[8F] Expedited Removal
12/13/2013,"(b)(6),(b)(7)(c )",Female,FINLAND,(b)(7)(E ),,[8F] Expedited Removal
12/15/2013,"(b)(6),(b)(7)(c )",Female,RUSSIA,(b)(7)(E ),,[8F] Expedited Removal
12/17/2013,"(b)(6),(b)(7)(c )",Male,INDIA,(b)(7)(E ),,[8F] Expedited Removal
12/19/2013,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
12/19/2013,"(b)(6),(b)(7)(c )",Male,INDIA,(b)(7)(E ),,[8F] Expedited Removal
12/20/2013,"(b)(6),(b)(7)(c )",Male,"CHINA, PEOPLES REPUBLIC OF",(b)(7)(E ),,[8F] Expedited Removal
12/20/2013,"(b)(6),(b)(7)(c )",Female,"CHINA, PEOPLES REPUBLIC OF",(b)(7)(E ),,[8F] Expedited Removal
12/21/2013,"(b)(6),(b)(7)(c )",Male,"CHINA, PEOPLES REPUBLIC OF",(b)(7)(E ),,[8F] Expedited Removal
12/23/2013,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
12/23/2013,"(b)(6),(b)(7)(c )",Male,AFGHANISTAN,(b)(7)(E ),,[8F] Expedited Removal
12/23/2013,"(b)(6),(b)(7)(c )",Female,INDIA,(b)(7)(E ),,[8F] Expedited Removal
12/23/2013,"(b)(6),(b)(7)(c )",Male,INDIA,(b)(7)(E ),,[8F] Expedited Removal
12/24/2013,"(b)(6),(b)(7)(c )",Male,INDIA,(b)(7)(E ),,[8F] Expedited Removal
12/25/2013,"(b)(6),(b)(7)(c )",Male,SOUTH KOREA,(b)(7)(E ),,[8F] Expedited Removal
12/25/2013,"(b)(6),(b)(7)(c )",Female,THAILAND,(b)(7)(E ),,[8F] Expedited Removal
12/26/2013,"(b)(6),(b)(7)(c )",Male,"CHINA, PEOPLES REPUBLIC OF",(b)(7)(E ),,[8F] Expedited Removal
12/26/2013,"(b)(6),(b)(7)(c )",Female,"CHINA, PEOPLES REPUBLIC OF",(b)(7)(E ),,[8F] Expedited Removal
12/26/2013,"(b)(6),(b)(7)(c )",Male,"CHINA, PEOPLES REPUBLIC OF",(b)(7)(E ),,[8F] Expedited Removal
12/27/2013,"(b)(6),(b)(7)(c )",Male,AFGHANISTAN,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
12/27/2013,"(b)(6),(b)(7)(c )",Female,ISRAEL,(b)(7)(E ),,[8F] Expedited Removal
12/27/2013,"(b)(6),(b)(7)(c )",Male,AFGHANISTAN,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
12/31/2013,"(b)(6),(b)(7)(c )",Unknown,CANADA,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
1/1/2014,"(b)(6),(b)(7)(c )",Female,"CHINA, PEOPLES REPUBLIC OF",(b)(7)(E ),,[8F] Expedited Removal
1/2/2014,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),Fraud - False Statement,[8F] Expedited Removal
1/3/2014,"(b)(6),(b)(7)(c )",Female,AUSTRALIA,(b)(7)(E ),,[8F] Expedited Removal
1/3/2014,"(b)(6),(b)(7)(c )",Male,GERMANY,(b)(7)(E ),,[8F] Expedited Removal
1/4/2014,"(b)(6),(b)(7)(c )",Male,SWEDEN,(b)(7)(E ),,[8F] Expedited Removal
1/4/2014,"(b)(6),(b)(7)(c )",Male,NORWAY,(b)(7)(E ),,[8F] Expedited Removal
1/6/2014,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
1/8/2014,"(b)(6),(b)(7)(c )",Male,"CHINA, PEOPLES REPUBLIC OF",(b)(7)(E ),,[8F] Expedited Removal
1/8/2014,"(b)(6),(b)(7)(c )",Female,ROMANIA,(b)(7)(E ),,[8I] Inadmissible - ICE Fugitive - Expedited Removal
1/9/2014,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
1/9/2014,"(b)(6),(b)(7)(c )",Female,BOSNIA-HERZEGOVINA,(b)(7)(E ),,[8F] Expedited Removal
1/10/2014,"(b)(6),(b)(7)(c )",Male,NIGERIA,(b)(7)(E ),,[8F] Expedited Removal
1/11/2014,"(b)(6),(b)(7)(c )",Female,SOUTH KOREA,(b)(7)(E ),,[8F] Expedited Removal
1/11/2014,"(b)(6),(b)(7)(c )",Male,UNKNOWN,(b)(7)(E ),,[8F] Expedited Removal
1/14/2014,"(b)(6),(b)(7)(c )",Male,JAPAN,(b)(7)(E ),,[8F] Expedited Removal
1/15/2014,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
1/15/2014,"(b)(6),(b)(7)(c )",Male,ROMANIA,(b)(7)(E ),,[8F] Expedited Removal
1/15/2014,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
1/15/2014,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
1/15/2014,"(b)(6),(b)(7)(c )",Female,ROMANIA,(b)(7)(E ),,[8F] Expedited Removal
1/15/2014,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
1/15/2014,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[8F] Expedited Removal
1/19/2014,"(b)(6),(b)(7)(c )",Female,PHILIPPINES,(b)(7)(E ),,[8F] Expedited Removal
1/20/2014,"(b)(6),(b)(7)(c )",Female,TURKEY,(b)(7)(E ),,[8F] Expedited Removal
1/20/2014,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[8I] Inadmissible - ICE Fugitive - Expedited Removal
1/20/2014,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
1/21/2014,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
1/21/2014,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",[8G] Expedited Removal - Credible Fear Referral
1/21/2014,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
1/21/2014,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
1/21/2014,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Sex Offense Against Child-Fondling,[8G] Expedited Removal - Credible Fear Referral
1/21/2014,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),Larceny,[8G] Expedited Removal - Credible Fear Referral
1/21/2014,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
1/21/2014,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
1/21/2014,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
1/21/2014,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
1/22/2014,"(b)(6),(b)(7)(c )",Male,INDIA,(b)(7)(E ),,[8F] Expedited Removal
1/22/2014,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
1/26/2014,"(b)(6),(b)(7)(c )",Male,RUSSIA,(b)(7)(E ),,[8F] Expedited Removal
1/27/2014,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),Rape - Remarks,[8F] Expedited Removal
1/27/2014,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
1/29/2014,"(b)(6),(b)(7)(c )",Female,THAILAND,(b)(7)(E ),,[8F] Expedited Removal
1/30/2014,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
1/31/2014,"(b)(6),(b)(7)(c )",Male,CANADA,(b)(7)(E ),Marijuana - Sell,[8F] Expedited Removal
1/31/2014,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
1/31/2014,"(b)(6),(b)(7)(c )",Female,THAILAND,(b)(7)(E ),,[8F] Expedited Removal
1/31/2014,"(b)(6),(b)(7)(c )",Female,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
2/1/2014,"(b)(6),(b)(7)(c )",Female,PHILIPPINES,(b)(7)(E ),,[8F] Expedited Removal
2/2/2014,"(b)(6),(b)(7)(c )",Male,INDIA,(b)(7)(E ),,[8F] Expedited Removal
2/3/2014,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
2/3/2014,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
2/4/2014,"(b)(6),(b)(7)(c )",Female,"CHINA, PEOPLES REPUBLIC OF",(b)(7)(E ),,[8F] Expedited Removal
2/5/2014,"(b)(6),(b)(7)(c )",Female,THAILAND,(b)(7)(E ),Larceny,[8F] Expedited Removal
2/5/2014,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
2/5/2014,"(b)(6),(b)(7)(c )",Male,PHILIPPINES,(b)(7)(E ),,[8F] Expedited Removal
2/5/2014,"(b)(6),(b)(7)(c )",Male,UKRAINE,(b)(7)(E ),,[8F] Expedited Removal
2/5/2014,"(b)(6),(b)(7)(c )",Male,NICARAGUA,(b)(7)(E ),,[8F] Expedited Removal
2/10/2014,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
2/11/2014,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
2/12/2014,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
2/19/2014,"(b)(6),(b)(7)(c )",Female,"CHINA, PEOPLES REPUBLIC OF",(b)(7)(E ),,[8F] Expedited Removal
2/20/2014,"(b)(6),(b)(7)(c )",Male,ROMANIA,(b)(7)(E ),,[8F] Expedited Removal
2/25/2014,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
2/25/2014,"(b)(6),(b)(7)(c )",Male,INDIA,(b)(7)(E ),,[8F] Expedited Removal
2/26/2014,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
2/28/2014,"(b)(6),(b)(7)(c )",Male,ECUADOR,(b)(7)(E ),,[8F] Expedited Removal
2/28/2014,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),Battery,[8F] Expedited Removal
3/4/2014,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
3/4/2014,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
3/8/2014,"(b)(6),(b)(7)(c )",Male,INDIA,(b)(7)(E ),,[8F] Expedited Removal
3/17/2014,"(b)(6),(b)(7)(c )",Male,INDIA,(b)(7)(E ),,[8F] Expedited Removal
3/17/2014,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
3/17/2014,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
3/18/2014,"(b)(6),(b)(7)(c )",Male,CHILE,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
3/19/2014,"(b)(6),(b)(7)(c )",Male,INDONESIA,(b)(7)(E ),,[8F] Expedited Removal
3/19/2014,"(b)(6),(b)(7)(c )",Female,MOLDOVA,(b)(7)(E ),,[8H] Expedited Removal - Status Claim Referral
3/19/2014,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8F] Expedited Removal
3/24/2014,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),Heroin - Smuggle,[8F] Expedited Removal
3/24/2014,"(b)(6),(b)(7)(c )",Female,"CHINA, PEOPLES REPUBLIC OF",(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
3/25/2014,"(b)(6),(b)(7)(c )",Female,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
3/25/2014,"(b)(6),(b)(7)(c )",Male,MEXICO,(b)(7)(E ),,[8F] Expedited Removal
3/27/2014,"(b)(6),(b)(7)(c )",Male,INDIA,(b)(7)(E ),,[8F] Expedited Removal
3/27/2014,"(b)(6),(b)(7)(c )",Male,HONDURAS,(b)(7)(E ),,[8F] Expedited Removal
4/1/2014,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
4/1/2014,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
4/1/2014,"(b)(6),(b)(7)(c )",Male,GUATEMALA,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
4/2/2014,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
4/2/2014,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
4/2/2014,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
4/2/2014,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
4/2/2014,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
4/2/2014,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
4/2/2014,"(b)(6),(b)(7)(c )",Male,EL SALVADOR,(b)(7)(E ),,[8F] Expedited Removal
4/4/2014,"(b)(6),(b)(7)(c )",Female,MEXICO,(b)(7)(E ),,[8G] Expedited Removal - Credible Fear Referral
4/5/2014,"(b)(6),(b)(7)(c )",Male,INDIA,(b)(7)(E ),,[8F] Expedited Removal
4/5/2014,"(b)(6),(b)(7)(c )",Female,SOUTH KOREA,(b)(7)(E ),,[8F] Expedited Removal
